C1_VCO,L1_VCO,Rp_VCO,Wn_VCO,Wn6_VCO,Wvar_VCO,L1p_PA,L1s_PA,L3p_PA,L3s_PA,Wn1_PA,Wn2_PA,PowerConsumption,Bandwidth,OutputPower,VoltageSwing,TuningRange_VCO,PhaseNoise_VCO,LargeSignal_PowerGain_PA,DrainEfficiency_PA,PAE_PA
5e-14,1.8e-10,300,1.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0329,7020000000.0,-5.149,0.278,4780000000.0,-89.01,5.39,1.929,1.372
5e-14,1.8e-10,300,1.5e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0329,6800000000.0,-4.277,0.308,4620000000.0,-88.26,5.97,2.353,1.758
5e-14,1.8e-10,300,1.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0329,7110000000.0,-5.891,0.251,4900000000.0,-89.99,4.92,1.629,1.104
5e-14,1.8e-10,300,2.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.036,7120000000.0,-7.009,0.229,3800000000.0,-83.67,3.36,1.261,0.679
5e-14,1.8e-10,300,2.5e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.036,7110000000.0,-6.341,0.253,3630000000.0,-84.07,3.8,1.472,0.858
5e-14,1.8e-10,300,2.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.036,7130000000.0,-7.683,0.215,3930000000.0,-82.48,2.9,1.078,0.525
5e-14,1.8e-10,300,2e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0345,7040000000.0,-5.38,0.278,4090000000.0,-85.23,4.77,1.833,1.222
5e-14,1.8e-10,300,2e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0345,7120000000.0,-6.754,0.228,4380000000.0,-86.93,3.88,1.337,0.789
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0328,7020000000.0,-5.149,0.275,4790000000.0,-88.99,5.42,1.929,1.375
5e-14,1.8e-10,300,1.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0328,6800000000.0,-4.276,0.306,4630000000.0,-88.18,5.99,2.353,1.761
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0328,7110000000.0,-5.892,0.25,4910000000.0,-89.88,4.94,1.629,1.106
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0354,7120000000.0,-7.003,0.226,3810000000.0,-84.51,3.39,1.262,0.685
5e-14,1.8e-10,300,2.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0354,7110000000.0,-6.335,0.249,3640000000.0,-84.47,3.84,1.474,0.865
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0354,7130000000.0,-7.677,0.214,3950000000.0,-84.26,2.94,1.079,0.531
5e-14,1.8e-10,300,2e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0352,7090000000.0,-6.085,0.258,4230000000.0,-86.44,4.26,1.56,0.976
5e-14,1.8e-10,300,2e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0352,7040000000.0,-5.387,0.284,4060000000.0,-85.15,4.71,1.831,1.212
5e-14,1.8e-10,300,2e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0352,7120000000.0,-6.757,0.236,4360000000.0,-86.97,3.82,1.336,0.782
5e-14,1.8e-10,300,1.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0331,7020000000.0,-5.149,0.279,4780000000.0,-89.04,5.38,1.929,1.37
5e-14,1.8e-10,300,1.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0331,6800000000.0,-4.278,0.309,4610000000.0,-88.33,5.95,2.353,1.755
5e-14,1.8e-10,300,2.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0365,7120000000.0,-7.013,0.232,3780000000.0,-82.59,3.33,1.26,0.674
5e-14,1.8e-10,300,2.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,1.6e-05,0.0365,7110000000.0,-6.345,0.256,3610000000.0,-83.89,3.77,1.471,0.853
5e-14,1.8e-10,300,2e-06,8e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0392,8880000000.0,-0.998,0.42,4240000000.0,-86.2,9.19,4.155,3.655
5e-14,1.8e-10,300,2e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0392,8740000000.0,-0.268,0.467,4080000000.0,-85.51,9.7,4.948,4.418
5e-14,1.8e-10,300,2e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0392,9040000000.0,-1.712,0.378,4370000000.0,-86.84,8.7,3.506,3.034
5e-14,1.8e-10,300,1.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0372,8540000000.0,-0.09,0.456,4780000000.0,-89.34,10.32,5.158,4.679
5e-14,1.8e-10,300,1.5e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0372,8290000000.0,0.612,0.508,4620000000.0,-88.4,10.83,6.107,5.602
5e-14,1.8e-10,300,1.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0372,8850000000.0,-0.809,0.411,4900000000.0,-90.16,9.82,4.342,3.889
5e-14,1.8e-10,300,2.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0403,9010000000.0,-1.988,0.384,3790000000.0,-84.56,8.21,3.286,2.79
5e-14,1.8e-10,300,2.5e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0403,8940000000.0,-1.269,0.426,3620000000.0,-83.9,8.69,3.899,3.371
5e-14,1.8e-10,300,2.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0403,9080000000.0,-2.677,0.353,3930000000.0,-85.19,7.74,2.792,2.322
5e-14,1.8e-10,300,2e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0388,8880000000.0,-0.997,0.42,4250000000.0,-86.18,9.22,4.157,3.659
5e-14,1.8e-10,300,2e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0388,8730000000.0,-0.266,0.465,4090000000.0,-85.48,9.73,4.95,4.423
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.037,8540000000.0,-0.092,0.453,4790000000.0,-89.27,10.34,5.156,4.679
5e-14,1.8e-10,300,1.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.037,8290000000.0,0.61,0.51,4630000000.0,-88.35,10.85,6.103,5.601
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.037,8850000000.0,-0.812,0.41,4910000000.0,-90.09,9.83,4.34,3.889
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0397,9010000000.0,-1.981,0.383,3810000000.0,-84.56,8.24,3.291,2.798
5e-14,1.8e-10,300,2.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0397,8940000000.0,-1.261,0.427,3640000000.0,-83.88,8.73,3.905,3.382
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0397,9080000000.0,-2.671,0.354,3950000000.0,-85.17,7.78,2.795,2.329
5e-14,1.8e-10,300,2e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0395,8880000000.0,-1.0,0.422,4230000000.0,-86.21,9.17,4.154,3.651
5e-14,1.8e-10,300,2e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0395,8740000000.0,-0.269,0.469,4070000000.0,-85.53,9.68,4.946,4.414
5e-14,1.8e-10,300,2e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0395,9040000000.0,-1.714,0.381,4360000000.0,-86.87,8.68,3.505,3.03
5e-14,1.8e-10,300,1.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0374,8290000000.0,0.614,0.511,4620000000.0,-88.44,10.81,6.11,5.603
5e-14,1.8e-10,300,1.5e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0374,8850000000.0,-0.808,0.412,4890000000.0,-90.21,9.8,4.344,3.889
5e-14,1.8e-10,300,2.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0408,9010000000.0,-1.993,0.386,3780000000.0,-84.54,8.18,3.283,2.783
5e-14,1.8e-10,300,2.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0408,8940000000.0,-1.274,0.428,3610000000.0,-83.9,8.66,3.894,3.363
5e-14,1.8e-10,300,2.5e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,2.2e-05,2.6e-05,0.0408,9080000000.0,-2.681,0.353,3920000000.0,-85.17,7.71,2.789,2.317
5e-14,1.8e-10,300,2e-06,8e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0413,10400000000.0,-3.134,0.306,4240000000.0,-86.23,5.29,2.235,1.573
5e-14,1.8e-10,300,2e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0413,10700000000.0,-2.589,0.341,4070000000.0,-85.52,5.79,2.534,1.866
5e-14,1.8e-10,300,2e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0413,10100000000.0,-3.699,0.293,4360000000.0,-86.86,4.77,1.964,1.309
5e-14,1.8e-10,300,1.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0394,10900000000.0,-2.505,0.337,4770000000.0,-89.41,6.38,2.579,1.985
5e-14,1.8e-10,300,1.5e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0394,11200000000.0,-2.026,0.382,4620000000.0,-88.5,6.82,2.88,2.281
5e-14,1.8e-10,300,1.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0394,10200000000.0,-3.017,0.302,4890000000.0,-90.15,5.9,2.292,1.702
5e-14,1.8e-10,300,2.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0424,10300000000.0,-3.929,0.296,3790000000.0,-84.4,4.26,1.867,1.166
5e-14,1.8e-10,300,2.5e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0424,10500000000.0,-3.336,0.309,3620000000.0,-83.69,4.78,2.137,1.425
5e-14,1.8e-10,300,2.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0424,10200000000.0,-4.522,0.289,3930000000.0,-84.93,3.76,1.632,0.946
5e-14,1.8e-10,300,2e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0409,10400000000.0,-3.133,0.307,4250000000.0,-86.21,5.31,2.235,1.577
5e-14,1.8e-10,300,2e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0409,10700000000.0,-2.59,0.341,4080000000.0,-85.49,5.82,2.533,1.87
5e-14,1.8e-10,300,2e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0409,10100000000.0,-3.696,0.292,4380000000.0,-86.87,4.8,1.965,1.314
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0392,10900000000.0,-2.509,0.336,4780000000.0,-89.35,6.4,2.577,1.986
5e-14,1.8e-10,300,1.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0392,11200000000.0,-2.031,0.382,4620000000.0,-88.41,6.84,2.876,2.281
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0392,10200000000.0,-3.02,0.302,4900000000.0,-90.09,5.92,2.29,1.704
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0419,10300000000.0,-3.923,0.295,3800000000.0,-84.35,4.29,1.869,1.174
5e-14,1.8e-10,300,2.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0419,10500000000.0,-3.33,0.311,3640000000.0,-83.98,4.81,2.14,1.433
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0419,10200000000.0,-4.517,0.288,3940000000.0,-85.16,3.8,1.633,0.952
5e-14,1.8e-10,300,2e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0416,10700000000.0,-2.589,0.341,4060000000.0,-85.54,5.77,2.534,1.863
5e-14,1.8e-10,300,2e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0416,10100000000.0,-3.7,0.293,4350000000.0,-86.88,4.75,1.964,1.305
5e-14,1.8e-10,300,1.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0395,10900000000.0,-2.502,0.336,4770000000.0,-89.45,6.36,2.581,1.985
5e-14,1.8e-10,300,1.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0395,11200000000.0,-2.021,0.381,4610000000.0,-88.55,6.81,2.883,2.282
5e-14,1.8e-10,300,1.5e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0395,10200000000.0,-3.015,0.302,4890000000.0,-90.2,5.88,2.293,1.701
5e-14,1.8e-10,300,2.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0429,10300000000.0,-3.929,0.297,3780000000.0,-84.35,4.23,1.867,1.161
5e-14,1.8e-10,300,2.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0429,10500000000.0,-3.338,0.309,3610000000.0,-83.71,4.75,2.136,1.42
5e-14,1.8e-10,300,2.5e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.1e-05,0.0429,10200000000.0,-4.529,0.29,3910000000.0,-85.11,3.73,1.629,0.939
5e-14,1.8e-10,300,2e-06,8e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0391,7660000000.0,-5.769,0.278,4240000000.0,-86.11,2.49,1.348,0.589
5e-14,1.8e-10,300,2e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0391,8060000000.0,-5.371,0.291,4070000000.0,-85.49,2.89,1.467,0.713
5e-14,1.8e-10,300,2e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0391,7280000000.0,-6.158,0.266,4360000000.0,-86.95,2.15,1.237,0.484
5e-14,1.8e-10,300,1.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0372,8350000000.0,-5.273,0.286,4770000000.0,-89.36,3.5,1.492,0.826
5e-14,1.8e-10,300,1.5e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0372,8810000000.0,-4.755,0.297,4620000000.0,-88.51,4.04,1.672,1.013
5e-14,1.8e-10,300,1.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0372,7490000000.0,-5.687,0.272,4890000000.0,-90.18,3.07,1.365,0.692
5e-14,1.8e-10,300,2.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0403,7510000000.0,-6.318,0.271,3790000000.0,-84.31,1.72,1.197,0.392
5e-14,1.8e-10,300,2.5e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0403,7720000000.0,-5.903,0.282,3620000000.0,-83.72,2.05,1.314,0.494
5e-14,1.8e-10,300,2.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0403,7370000000.0,-6.776,0.258,3920000000.0,-85.07,1.42,1.075,0.299
5e-14,1.8e-10,300,2e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0388,7670000000.0,-5.769,0.278,4250000000.0,-86.08,2.52,1.347,0.593
5e-14,1.8e-10,300,2e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0388,8070000000.0,-5.371,0.291,4080000000.0,-85.48,2.92,1.466,0.717
5e-14,1.8e-10,300,2e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0388,7280000000.0,-6.157,0.265,4380000000.0,-86.9,2.18,1.237,0.488
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.037,8350000000.0,-5.275,0.284,4780000000.0,-89.31,3.52,1.491,0.829
5e-14,1.8e-10,300,1.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.037,8810000000.0,-4.757,0.297,4620000000.0,-88.45,4.06,1.671,1.015
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0397,7510000000.0,-6.314,0.269,3810000000.0,-84.34,1.76,1.197,0.399
5e-14,1.8e-10,300,2.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0397,7720000000.0,-5.901,0.281,3640000000.0,-83.72,2.09,1.314,0.501
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0397,7370000000.0,-6.772,0.255,3940000000.0,-85.06,1.45,1.076,0.306
5e-14,1.8e-10,300,2e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0395,7660000000.0,-5.769,0.278,4230000000.0,-86.14,2.47,1.348,0.585
5e-14,1.8e-10,300,2e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0395,8060000000.0,-5.371,0.292,4060000000.0,-85.5,2.87,1.467,0.709
5e-14,1.8e-10,300,2e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0395,7290000000.0,-6.159,0.267,4350000000.0,-86.98,2.13,1.237,0.48
5e-14,1.8e-10,300,1.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0374,8350000000.0,-5.271,0.286,4770000000.0,-89.4,3.49,1.492,0.824
5e-14,1.8e-10,300,1.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0374,8810000000.0,-4.753,0.297,4610000000.0,-88.55,4.03,1.673,1.011
5e-14,1.8e-10,300,1.5e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0374,7490000000.0,-5.686,0.272,4890000000.0,-90.23,3.05,1.366,0.69
5e-14,1.8e-10,300,2.5e-06,8.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0408,7520000000.0,-6.322,0.272,3770000000.0,-84.29,1.7,1.196,0.387
5e-14,1.8e-10,300,2.5e-06,8.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0408,7720000000.0,-5.905,0.281,3610000000.0,-83.72,2.02,1.314,0.489
5e-14,1.8e-10,300,2.5e-06,8.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,1.6e-05,0.0408,7370000000.0,-6.78,0.258,3910000000.0,-85.08,1.39,1.074,0.294
5e-14,1.8e-10,300,2e-06,8e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.0434,11200000000.0,-1.222,0.413,4240000000.0,-86.2,7.27,3.243,2.634
5e-14,1.8e-10,300,2e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.0434,11400000000.0,-0.745,0.459,4070000000.0,-85.36,7.67,3.619,3.001
5e-14,1.8e-10,300,2e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.0434,10900000000.0,-1.719,0.371,4370000000.0,-86.95,6.85,2.889,2.293
5e-14,1.8e-10,300,1.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.0415,10900000000.0,-0.738,0.452,4770000000.0,-89.32,8.17,3.608,3.058
5e-14,1.8e-10,300,1.5e-06,8e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.0415,11400000000.0,-0.38,0.499,4620000000.0,-88.71,8.46,3.908,3.351
5e-14,1.8e-10,300,1.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.0415,10900000000.0,-1.169,0.408,4890000000.0,-90.25,7.8,3.271,2.729
5e-14,1.8e-10,300,2.5e-06,8e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.0446,11100000000.0,-1.893,0.374,3790000000.0,-84.48,6.4,2.778,2.142
5e-14,1.8e-10,300,2.5e-06,8e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.0446,11000000000.0,-2.414,0.343,3920000000.0,-85.13,5.99,2.46,1.84
5e-14,1.8e-10,300,2e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.0431,11200000000.0,-1.224,0.413,4250000000.0,-86.15,7.29,3.241,2.636
5e-14,1.8e-10,300,2e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.0431,11400000000.0,-0.748,0.459,4080000000.0,-85.33,7.7,3.616,3.001
5e-14,1.8e-10,300,2e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.0431,10900000000.0,-1.719,0.372,4380000000.0,-86.91,6.88,2.888,2.296
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.0413,10900000000.0,-0.744,0.452,4780000000.0,-89.24,8.18,3.602,3.055
5e-14,1.8e-10,300,1.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.0413,11400000000.0,-0.388,0.499,4620000000.0,-88.63,8.47,3.9,3.346
5e-14,1.8e-10,300,1.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.0413,10900000000.0,-1.174,0.408,4900000000.0,-90.17,7.82,3.267,2.727
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.044,11100000000.0,-1.889,0.375,3810000000.0,-84.46,6.43,2.78,2.148
5e-14,1.8e-10,300,2.5e-06,7.5e-06,3.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.044,11200000000.0,-1.376,0.416,3640000000.0,-84.43,6.86,3.134,2.487
5e-14,1.8e-10,300,2.5e-06,7.5e-06,4.5e-06,3.5e-10,1.2e-10,3.6e-10,4.5e-11,3.2e-05,2.6e-05,0.044,11000000000.0,-2.41,0.345,3940000000.0,-85.12,6.02,2.462,1.847
